PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Activity Summary,Agonist Activity,Agonist Potency (uM),Agonist Efficacy (%),Viability Activity,Viability Potency (uM),Viability Efficacy (%),Sample Source,OPENADMET_CANONICAL_SMILES,INCHIKEY
9276,170466678.0,77720.0,CC(=O)NC1=CC(=C(C=C1)C(=O)OC)OC,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,COC(=O)C1=CC=C(NC(C)=O)C=C1OC,OERVVBDWGVOBIS-UHFFFAOYSA-N
9277,170466719.0,92855.0,CC(=O)C1=CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)OC(=O)C)C)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(C(C)=O)=CC[C@@H]32)C1,MZWRIOUCMXPLKV-RFOVXIPZSA-N
9278,170466715.0,88638.0,C1CNCCC1N2C3=CC=CC=C3NC2=O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,O=C1NC2=CC=CC=C2N1C1CCNCC1,BYNBAMHAURJNTR-UHFFFAOYSA-N
9279,170466697.0,119921.0,C1CC2=C(C=CC=C2O)C(=O)C1,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,O=C1CCCC2=C(O)C=CC=C12,YPPZCRZRQHFRBH-UHFFFAOYSA-N
9280,170466371.0,10391.0,C1=CC=C(C=C1)CNC(=O)CCCl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,O=C(CCCl)NCC1=CC=CC=C1,JPYQFYIEOUVJDU-UHFFFAOYSA-N
9281,170466726.0,13035120.0,C1CN(CCN1CCCCl)C2=CC(=CC=C2)Cl.Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,ClCCCN1CCN(C2=CC=CC(Cl)=C2)CC1,NDQKGEFMUGSRNS-UHFFFAOYSA-N
9282,170466086.0,9302.0,CN1C(=O)CCC(=N1)C(=O)N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,CN1N=C(C(N)=O)CCC1=O,LXFKHPXXAPOYCC-UHFFFAOYSA-N
9283,170466712.0,137264.0,CC(C)C(=O)NC1=CC=CC(=C1)C(F)(F)F,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,CC(C)C(=O)NC1=CC=CC(C(F)(F)F)=C1,GETMKVRSDFVVHL-UHFFFAOYSA-N
9284,170466667.0,60924.0,C[C@H]1C[C@@H](C2=C(S1(=O)=O)SC=C2)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,C[C@H]1C[C@H](O)C2=C(SC=C2)S1(=O)=O,NFUQUGUUAUVBMO-FSPLSTOPSA-N
9285,170466705.0,2727728.0,C1C(CC(=O)NC1=O)C2=CC=C(C=C2)Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,O=C1CC(C2=CC=C(Cl)C=C2)CC(=O)N1,KOZWYRYCGOBBKD-UHFFFAOYSA-N
9286,170466677.0,76619.0,C1=CC=C2C(=C1)C(=O)NC3=C(O2)C=CC(=C3)Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,O=C1NC2=CC(Cl)=CC=C2OC2=CC=CC=C12,CQTGCCLTIDNYHT-UHFFFAOYSA-N
9287,170466790.0,72187528.0,CC(C)C1=C(C=C2C(=C1)CC[C@@H]3[C@@]2(CCC[C@@]3(C)C(=O)[O-])C)S(=O)(=O)O.[Na+],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,CC(C)C1=CC2=C(C=C1S(=O)(=O)O)[C@@]1(C)CCC[C@@](C)(C(=O)O)[C@@H]1CC2,IWCWQNVIUXZOMJ-MISYRCLQSA-N
9288,170466549.0,6917787.0,CC1=CC=CC=C1N2CCN(CC2)CCC3=NN=C4N3CCCC4.Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,CC1=CC=CC=C1N1CCN(CCC2=NN=C3CCCCN32)CC1,RFWZESUMWJKKRN-UHFFFAOYSA-N
9289,170466642.0,188304.0,CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)CNC(=O)[C@H](CC2=CC=C(C=C2)O)NC(=O)[C@H](CO)NC(=O)[C@H](CC3=CNC4=CC=CC=C43)NC(=O)[C@H](CC5=CN=CN5)NC(=O)[C@@H]6CCC(=O)N6,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)CNC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CNC2=CC=CC=C12)NC(=O)[C@H](CC1=CNC=N1)NC(=O)[C@@H]1CCC(=O)N1,DGCPIBPDYFLAAX-YTAGXALCSA-N
9290,170466393.0,31315.0,C1=CC=C2C(=C1)C(C(=O)N2)(C3=CC=C(C=C3)O)C4=CC=C(C=C4)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,O=C1NC2=CC=CC=C2C1(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,SJDACOMXKWHBOW-UHFFFAOYSA-N
9291,170466775.0,75064.0,C1=CC(=C(C(=C1C=O)O)O)O,Inactive,0.0,,,inactive,inactive,,0,active antagonist,32.2305,-63.5024,GVK,O=CC1=CC=C(O)C(O)=C1O,CRPNQSVBEWWHIJ-UHFFFAOYSA-N
9292,170466717.0,104609.0,CCOC(=O)N1CCC(CC1)NC2=C(C=C(C=C2)Cl)N,Inactive,0.0,,,inactive,inactive,,0,active antagonist,8.91116,-70.6141,GVK,CCOC(=O)N1CCC(NC2=CC=C(Cl)C=C2N)CC1,PPCPQDDCMQRJLS-UHFFFAOYSA-N
9293,170466103.0,10811.0,CC(C)(C)C1=NN=C(S1)NS(=O)(=O)C2=CC=C(C=C2)N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,CC(C)(C)C1=NN=C(NS(=O)(=O)C2=CC=C(N)C=C2)S1,DVQVBLBKEXITIK-UHFFFAOYSA-N
9294,170465848.0,10357917.0,CC1=NC=C(C(=N1)N)CN(C=O)/C(=C\2/CCOC(=O)S2)/C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,C/C(=C1\CCOC(=O)S1)N(C=O)CC1=CN=C(C)N=C1N,LLJDJQYGZBQFIF-FLIBITNWSA-N
9295,170465432.0,35740.0,C1=C(C(=C(C(=C1I)NC(=O)CCOCCOCCOCCOCCC(=O)NC2=C(C=C(C(=C2I)C(=O)O)I)I)I)C(=O)O)I,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,O=C(CCOCCOCCOCCOCCC(=O)NC1=C(I)C=C(I)C(C(=O)O)=C1I)NC1=C(I)C=C(I)C(C(=O)O)=C1I,WWVAPFRKZMUPHZ-UHFFFAOYSA-N
9296,170466061.0,21853.0,CC1=CC=C(C=C1)C(C)OC(=O)C2(CCC(C2(C)C)C(=O)O)C.C(CO)NCCO,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,CC1=CC=C(C(C)OC(=O)C2(C)CCC(C(=O)O)C2(C)C)C=C1,KRWZVKRKTWCYPR-UHFFFAOYSA-N
9297,170466542.0,66247.0,CC[N+]1(CCC(C1)OC(=O)C(C2=CC=CC=C2)(C3=CC=CC=C3)O)CC.[Br-],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,CC[N+]1(CC)CCC(OC(=O)C(O)(C2=CC=CC=C2)C2=CC=CC=C2)C1,ZKCWITXZGWUJAV-UHFFFAOYSA-N
9298,170466121.0,6433119.0,C1COCC(=O)N1C2=CC=C(C=C2)N3CC(OC3=O)CNC(=O)C4=CC=C(S4)Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,O=C(NCC1CN(C2=CC=C(N3CCOCC3=O)C=C2)C(=O)O1)C1=CC=C(Cl)S1,KGFYHTZWPPHNLQ-UHFFFAOYSA-N
9299,170466456.0,8692.0,C1=CC(=CC=C1C(=O)OCC(CO)O)N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,NC1=CC=C(C(=O)OCC(O)CO)C=C1,WHQOKFZWSDOTQP-UHFFFAOYSA-N
9300,170466676.0,259381.0,CCC(=O)N(C1CCNCC1)C2=CC=CC=C2,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,CCC(=O)N(C1=CC=CC=C1)C1CCNCC1,PMCBDBWCQQBSRJ-UHFFFAOYSA-N
9301,170466733.0,12785.0,CC1=CC(=C(C(=C1O)C)C)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,CC1=CC(O)=C(C)C(C)=C1O,AUFZRCJENRSRLY-UHFFFAOYSA-N
9302,170466259.0,206044.0,CC1=C(N=C(O1)C2=CC=CC=C2)CCOC3=CC=C(C=C3)CN(CC(=O)O)C(=O)OC4=CC=C(C=C4)OC,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,COC1=CC=C(OC(=O)N(CC(=O)O)CC2=CC=C(OCCC3=C(C)OC(C4=CC=CC=C4)=N3)C=C2)C=C1,IRLWJILLXJGJTD-UHFFFAOYSA-N
9303,170466564.0,10239.0,C1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=C2O)C(=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,O=C(O)C1=C(O)C(C2=CC=CC=C2)=NC2=CC=CC=C12,XAPRFLSJBSXESP-UHFFFAOYSA-N
9304,170466044.0,216265.0,CC(C)C(=O)OCC1=CC(=CC=C1)OC(=O)[C@H]2C(S[C@H]3N2C(=O)[C@H]3NC(=O)CC4=CC=CC=C4)(C)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,CC(C)C(=O)OCC1=CC=CC(OC(=O)[C@@H]2N3C(=O)[C@@H](NC(=O)CC4=CC=CC=C4)[C@H]3SC2(C)C)=C1,MGKUHWMKIYHWOJ-AOHZBQACSA-N
9305,170466041.0,72187526.0,C1=C(C(=O)NC(=O)N1[C@@H]2[C@H]([C@@H]([C@H](O2)CO)O)O)/C=C\Br,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,O=C1NC(=O)N([C@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)C=C1/C=C\Br,GCQYYIHYQMVWLT-YNYOGKQOSA-N
9306,170465975.0,196639.0,CCOC(=O)C1=CC(=O)C2=C(O1)C=CC=C2OCC(COC3=CC=CC4=C3C(=O)C=C(O4)C(=O)OCC)OC(=O)[C@H](CCCCN)N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,CCOC(=O)C1=CC(=O)C2=C(OCC(COC3=CC=CC4=C3C(=O)C=C(C(=O)OCC)O4)OC(=O)[C@@H](N)CCCCN)C=CC=C2O1,NGJJDHCBOKNREV-FQEVSTJZSA-N
9307,170466779.0,65442.0,CC(=C)C(=O)OCC(CO)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,C=C(C)C(=O)OCC(O)CO,QRIMLDXJAPZHJE-UHFFFAOYSA-N
9308,170466497.0,50312.0,C1=C(C(=NC(=O)N1[C@H]2[C@H]([C@@H]([C@H](O2)CO)O)F)N)I,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,NC1=NC(=O)N([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2F)C=C1I,GIMSJJHKKXRFGV-BYPJNBLXSA-N
9309,170466300.0,71424.0,CCOC1=CC=CC=C1OCC2CNCCO2.Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,CCOC1=CC=CC=C1OCC1CNCCO1,YWPHCCPCQOJSGZ-UHFFFAOYSA-N
9310,170466482.0,28931.0,C1CCN(CC1)CCC2OC(=O)C(O2)(C3=CC=CC=C3)C4=CC=CC=C4.Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,O=C1OC(CCN2CCCCC2)OC1(C1=CC=CC=C1)C1=CC=CC=C1,DXSUDONPFZKWOO-UHFFFAOYSA-N
9311,170466490.0,55331.0,C[C@@H](C(=O)N1CC2=CC(=C(C=C2C[C@H]1C(=O)O)OC)OC)N[C@@H](CCC3=CC=CC=C3)C(=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,COC1=CC2=C(C=C1OC)CN(C(=O)[C@H](C)N[C@@H](CCC1=CC=CC=C1)C(=O)O)[C@H](C(=O)O)C2,CMPAGYDKASJORH-YSSFQJQWSA-N
9312,170464908.0,2723601.0,C1=NC2=C(N1)C(=S)N=C(N2)N,Inactive,0.0,,,inactive,inactive,,0,inconclusive antagonist,,,Specs,NC1=NC(=S)C2=C(N=CN2)N1,WYWHKKSPHMUBEB-UHFFFAOYSA-N
9313,170465111.0,24244.0,C[N+]1(CCC2=CC(=C3C=C2[C@@H]1CC4=CC=C(C=C4)OC5=C6[C@@H](CC7=CC(=C(C=C7)OC)O3)[N+](CCC6=CC(=C5OC)OC)(C)C)OC)C.[I-].[I-],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Specs,COC1=CC=C2C=C1OC1=CC3=C(C=C1OC)CC[N+](C)(C)[C@H]3CC1=CC=C(C=C1)OC1=C(OC)C(OC)=CC3=C1[C@@H](C2)[N+](C)(C)CC3,JFXBEKISTKFVAB-AJQTZOPKSA-N
9314,170466448.0,6917941.0,C1CCC2=C(C1)C(=C3CCCC3=N2)N.O.Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Vitas,NC1=C2CCCCC2=NC2=C1CCC2,YLUSMKAJIQOXPV-UHFFFAOYSA-N
9315,170465675.0,8732.0,CCCC1=NC=C(C(=N1)N)C[N+]2=CC=CC=C2C.Cl.[Cl-],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Vitas,CCCC1=NC=C(C[N+]2=CC=CC=C2C)C(N)=N1,IPZFPROOBOUEIG-UHFFFAOYSA-N
9316,170465293.0,27944.0,C1CSC2=N[C@H](CN21)C3=CC=CC=C3.Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Vitas,C1=CC=C([C@H]2CN3CCSC3=N2)C=C1,HLFSDGLLUJUHTE-SNVBAGLBSA-N
9317,170466577.0,93176.0,C1[C@H](NCS1)C(=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Vitas,O=C(O)[C@@H]1CSCN1,DZLNHFMRPBPULJ-VKHMYHEASA-N
9318,170466506.0,6420071.0,C[C@@H]1CCC[C@@H](N1)C.Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Vitas,C[C@@H]1CCC[C@H](C)N1,SDGKUVSVPIIUCF-KNVOCYPGSA-N
9319,170466731.0,441328.0,CC(=O)OCC1=C(N2[C@@H]([C@@H](C2=O)N)SC1)C(=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Vitas,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](N)[C@H]2SC1,HSHGZXNAXBPPDL-HZGVNTEJSA-N
9320,170466202.0,65684.0,CC1=CC2=C(C=C1)NC3C2CN(CC3)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Vitas,CC1=CC=C2NC3CCN(C)CC3C2=C1,CYJQCYXRNNCURD-UHFFFAOYSA-N
9321,170465189.0,11954316.0,C1=CC(=C(C(=C1)C(=O)C2=CC=C(C=C2)Br)N)CC(=O)[O-].C1=CC(=C(C(=C1)C(=O)C2=CC=C(C=C2)Br)N)CC(=O)[O-].O.O.O.[Na+].[Na+],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Sequoia,NC1=C(CC(=O)O)C=CC=C1C(=O)C1=CC=C(Br)C=C1,ZBPLOVFIXSTCRZ-UHFFFAOYSA-N
9322,170465043.0,448812.0,C1C[C@H]2C(=O)N[C@@H](CSSCCC(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N2C1)CC3=CNC4=CC=CC=C43)CC(=O)O)CCCCN=C(N)N)C(=O)N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Sequoia,N=C(N)NCCCC[C@@H]1NC(=O)CCSSC[C@@H](C(N)=O)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC2=CNC3=CC=CC=C23)NC(=O)[C@H](CC(=O)O)NC(=O)CNC1=O,CZKPOZZJODAYPZ-LROMGURASA-N
9323,170465181.0,5282402.0,CN(C)CC/C=C\1/C2=CC=CC=C2COC3=C1C=C(C=C3)CC(=O)O.Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Sequoia,CN(C)CC/C=C1/C2=CC=CC=C2COC2=CC=C(CC(=O)O)C=C12,JBIMVDZLSHOPLA-LSCVHKIXSA-N
9324,170464955.0,135398748.0,C1=NC2=C(N1CCC(CO)CO)N=C(NC2=O)N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Sequoia,NC1=NC(=O)C2=C(N1)N(CCC(CO)CO)C=N2,JNTOCHDNEULJHD-UHFFFAOYSA-N
9325,170464726.0,2767.0,[NH2-].[NH2-].Cl[Pt+2]Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Tocris,[Pt+4],NDBYXKQCPYUOMI-UHFFFAOYSA-N
9326,170465620.0,127150.0,CCOC1=CC=CC=C1O[C@@H]([C@H]2CNCCO2)C3=CC=CC=C3.CS(=O)(=O)O,Inactive,0.0,,,inactive,inactive,,0,active antagonist,28.7255,-38.3868,"Prestwick Chemical, Inc.",CCOC1=CC=CC=C1O[C@H](C1=CC=CC=C1)[C@H]1CNCCO1,CBQGYUDMJHNJBX-RTBURBONSA-N
9327,170464709.0,71384.0,C[C@@H](CN1CC(=O)NC(=O)C1)N2CC(=O)NC(=O)C2,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Tocris,C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,BMKDZUISNHGIBY-ZETCQYMHSA-N
9328,170466317.0,6918305.0,CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(CC[C@@](C4)(C)O)C)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Tocris,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@](C)(O)CC[C@]4(C)[C@H]3CC[C@]12C,PGTVWKLGGCQMBR-FLBATMFCSA-N
9329,170466599.0,135410906.0,C=CCN1C2=C(N=C(NC2=O)N)N(C1=O)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Tocris,C=CCN1C(=O)N([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C2=C1C(=O)N=C(N)N2,VDCRFBBZFHHYGT-IOSLPCCCSA-N
9330,170465858.0,10634.0,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CC=C4[C@@]3(CC[C@@H](C4)O)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Bosche,C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,QADHLRWLCPCEKT-LOVVWNRFSA-N
9331,170465800.0,1080.0,C(C(C(=O)O)N)SCC(=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Bosche,NC(CSCC(=O)O)C(=O)O,GBFLZEXEOZUWRN-UHFFFAOYSA-N
9332,170466734.0,120081.0,COC1=C(C=C2C(=C1)C(=O)NC(=O)N2)OC,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Bosche,COC1=CC2=C(C=C1OC)C(=O)NC(=O)N2,KWNQIIMVPSMYEM-UHFFFAOYSA-N
9333,170465442.0,55182.0,C1CN(CCN1CCOCC(=O)O)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl.Cl.Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Bosche,O=C(O)COCCN1CCN(C(C2=CC=CC=C2)C2=CC=C(Cl)C=C2)CC1,ZKLPARSLTMPFCP-UHFFFAOYSA-N
9334,170465996.0,23663985.0,CC(C)(C)C(=O)OC1=CC=C(C=C1)S(=O)(=O)NC2=CC=CC=C2C(=O)NCC(=O)[O-].O.O.O.O.[Na+],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Bosche,CC(C)(C)C(=O)OC1=CC=C(S(=O)(=O)NC2=CC=CC=C2C(=O)NCC(=O)O)C=C1,BTGNGJJLZOIYID-UHFFFAOYSA-N
9335,170465952.0,23662369.0,C1=CC=C(C=C1)CN2C3=CC=CC=C3C(=N2)OCC(=O)[O-].[Na+],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Sequoia,O=C(O)COC1=NN(CC2=CC=CC=C2)C2=CC=CC=C12,BYFMCKSPFYVMOU-UHFFFAOYSA-N
9336,170465177.0,16051969.0,CC(=O)O.C1C[C@H](N(C1)C(=O)[C@@H]2CSSCCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N2)CC(=O)N)CCC(=O)N)CC3=CC=CC=C3)CC4=CC=C(C=C4)O)C(=O)N[C@@H](CCCN=C(N)N)C(=O)NCC(=O)N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Sequoia,N=C(N)NCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSCCC(=O)N[C@@H](CC2=CC=C(O)C=C2)C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O,NFLWUMRGJYTJIN-NXBWRCJVSA-N
9337,170464922.0,23624131.0,CC(C)C[C@@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)NCC(=O)N)NC(=O)CNC(=O)[C@H](CC2=CC=C(C=C2)O)NC(=O)[C@H](CO)NC(=O)[C@H](CC3=CNC4=CC=CC=C43)NC(=O)[C@H](CC5=CN=CN5)NC(=O)[C@@H]6CCC(=O)N6.Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Sequoia,CC(C)C[C@H](NC(=O)CNC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CNC2=CC=CC=C12)NC(=O)[C@H](CC1=CNC=N1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)NCC(N)=O,XLXSAKCOAKORKW-AQJXLSMYSA-N
9338,170465808.0,3965.0,CC(C1=CC=C(C=C1)CC2CCCC2=O)C(=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Sequoia,CC(C(=O)O)C1=CC=C(CC2CCCC2=O)C=C1,YMBXTVYHTMGZDW-UHFFFAOYSA-N
9339,170465591.0,135409535.0,CC1=C(C2=C(C=C1)N=C(NC2=O)N)SC3=CC=NC=C3.Cl.Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Sequoia,CC1=CC=C2NC(N)=NC(=O)C2=C1SC1=CC=NC=C1,XHWRWCSCBDLOLM-UHFFFAOYSA-N
9340,170465092.0,60946.0,CCCCS(=O)(=O)N[C@@H](CC1=CC=C(C=C1)OCCCCC2CCNCC2)C(=O)O.O.Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Sequoia,CCCCS(=O)(=O)N[C@@H](CC1=CC=C(OCCCCC2CCNCC2)C=C1)C(=O)O,COKMIXFXJJXBQG-NRFANRHFSA-N
9341,170465838.0,5720.0,CC(C1=CC2=C(C=C1)SC3=CC=CC=C3C(=O)C2)C(=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Sequoia,CC(C(=O)O)C1=CC=C2SC3=CC=CC=C3C(=O)CC2=C1,MUXFZBHBYYYLTH-UHFFFAOYSA-N
9342,170465261.0,55329.0,CC(C(C)(C)C)N=C(NC#N)NC1=CC=NC=C1.O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Enzo,CC(N=C(N=C1C=CNC=C1)NC#N)C(C)(C)C,IVVNZDGDKPTYHK-UHFFFAOYSA-N
9343,170466512.0,3448.0,C1CNCC2=C1C(=O)NO2,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Enzo,O=C1NOC2=C1CCNC2,ZXRVKCBLGJOCEE-UHFFFAOYSA-N
9344,170466106.0,44112.0,CC1=CC2=C(N1)C=CC=C2OCC(CNC(C)(C)C)OC(=O)C3=CC=CC=C3,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Enzo,CC1=CC2=C(OCC(CNC(C)(C)C)OC(=O)C3=CC=CC=C3)C=CC=C2N1,UUOJIACWOAYWEZ-UHFFFAOYSA-N
9345,170466837.0,854026.0,C/C=C/1\[C@@H]2CC3=C([C@]1(CC(=C2)C)N)C=CC(=O)N3,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Enzo,C/C=C1\[C@H]2C=C(C)C[C@]1(N)C1=C(C2)NC(=O)C=C1,ZRJBHWIHUMBLCN-YQEJDHNASA-N
9346,170465355.0,38103.0,CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)[C@@H](C3=CCC=CC3)N)SC1)C(=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Enzo,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)C3=CCC=CC3)[C@H]2SC1,RDLPVSKMFDYCOR-UEKVPHQBSA-N
9347,170465751.0,179651.0,C[C@@]12CC[C@H]3[C@]([C@@]14[C@H](O4)C(=O)O[C@H]2C5=COC=C5)(C(=O)C[C@@H]6[C@@]37COC(=O)C[C@@H]7OC6(C)C)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Enzo,CC1(C)O[C@H]2CC(=O)OC[C@]23[C@H]2CC[C@@]4(C)[C@H](C5=COC=C5)OC(=O)[C@H]5O[C@]54[C@]2(C)C(=O)C[C@@H]13,KBDSLGBFQAGHBE-MSGMIQHVSA-N
9348,170465779.0,65453.0,C[C@@]1(CO[C@@H]([C@@H]([C@H]1NC)O)O[C@H]2[C@@H](C[C@@H]([C@H]([C@H]2O)O[C@@H]3[C@@H](CC=C(O3)CN)N)N)N)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Microsource,CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@H](O)[C@H](O[C@H]3OC(CN)=CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O,URWAJWIAIPFPJE-VHLNBGGKSA-N
9349,170464868.0,426756.0,C1CC(C1)(C(=O)O)C(=O)O.[NH2-].[NH2-].[Pt+2],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Microsource,O=C(O)C1(C(=O)O)CCC1,CCQPAEQGAVNNIA-UHFFFAOYSA-N
9350,170464857.0,54677470.0,CC1=CN=C(S1)NC(=O)C2=C(C3=CC=CC=C3S(=O)(=O)N2C)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Microsource,CC1=CN=C(NC(=O)C2C(=O)C3=CC=CC=C3S(=O)(=O)N2C)S1,ZAHQBPYQBHTECE-UHFFFAOYSA-N
